"","rates","d2","week"
"3",0.12366566654947,5.60500905303953,2020-03-08
"4",0.079226173793803,8.74896700633247,2020-03-15
"5",0.0530650310889807,13.0622213223179,2020-03-22
"6",0.0279088846148944,24.83607604261,2020-04-05
